coachid,year,yr_order,firstname,lastname,season_win,season_loss,playoff_win,playoff_loss,team,Total seasons played,Ttoal playoff played,percentage season win,percentage playoff win,AVG,Less Greater,Total wins,Total Matches
MCGUIDI01 ,1966,1,Dick,McGuire,36,45,1,3,NYK,81,4,44.44444444,25,34.72222222,0,37,85
DUNLEMI01 ,2003,1,Mike,Dunleavy,28,54,0,0,LAC,82,0,34.14634146,#DIV/0!,#DIV/0!,#DIV/0!,28,82
KARLGE01  ,1984,1,George,Karl,36,46,1,3,CLE,82,4,43.90243902,25,34.45121951,0,37,86
BROWNHU01 ,2003,1,Hubie,Brown,50,32,0,4,MEM,82,4,60.97560976,0,30.48780488,0,50,86
SUESEKE01 ,1949,1,Ken,Suesens,22,40,1,2,SHE,62,3,35.48387097,33.33333333,34.40860215,0,23,65
SHUEGE01  ,1983,1,Gene,Shue,35,47,1,3,WA1,82,4,42.68292683,25,33.84146341,0,36,86
FORDCH01  ,1994,1,Chris,Ford,35,47,1,3,BOS,82,4,42.68292683,25,33.84146341,0,36,86
SCOTTBY01 ,2003,1,Byron,Scott,22,20,0,0,NJN,42,0,52.38095238,#DIV/0!,#DIV/0!,#DIV/0!,22,42
MOTTADI01 ,1969,1,Dick,Motta,39,43,1,4,CHI,82,5,47.56097561,20,33.7804878,0,40,87
MCGUIDI01 ,1962,1,Dick,McGuire,34,46,1,3,DET,80,4,42.5,25,33.75,0,35,84
CHANEDO01 ,2003,1,Don,Chaney,15,24,0,0,NYK,39,0,38.46153846,#DIV/0!,#DIV/0!,#DIV/0!,15,39
WILKELE01 ,2003,2,Lenny,Wilkens,23,19,0,4,NYK,42,4,54.76190476,0,27.38095238,0,23,46
RIVERDO01 ,2003,1,Doc,Rivers,1,10,0,0,ORL,11,0,9.090909091,#DIV/0!,#DIV/0!,#DIV/0!,1,11
DAVISJO01 ,2003,2,Johnny,Davis,20,51,0,0,ORL,71,0,28.16901408,#DIV/0!,#DIV/0!,#DIV/0!,20,71
AYERSRA01 ,2003,1,Randy,Ayers,21,31,0,0,PHI,52,0,40.38461538,#DIV/0!,#DIV/0!,#DIV/0!,21,52
FORDCH01  ,2003,2,Chris,Ford,12,18,0,0,PHI,30,0,40,#DIV/0!,#DIV/0!,#DIV/0!,12,30
JOHNSFR01 ,2003,1,Frank,Johnson,8,13,0,0,PHO,21,0,38.0952381,#DIV/0!,#DIV/0!,#DIV/0!,8,21
DANTOMI01 ,2003,2,Mike,D'Antoni,21,40,0,0,PHO,61,0,34.42622951,#DIV/0!,#DIV/0!,#DIV/0!,21,61
CHEEKMA01 ,2003,1,Maurice,Cheeks,41,41,0,0,POR,82,0,50,#DIV/0!,#DIV/0!,#DIV/0!,41,82
GUERIRI01 ,1970,1,Richie,Guerin,36,46,1,4,ATL,82,5,43.90243902,20,31.95121951,0,37,87
KERRJO01  ,1967,1,John,Kerr,29,53,1,4,CHI,82,5,35.36585366,20,27.68292683,0,30,87
MCMILNA01 ,2003,1,Nate,McMillan,37,45,0,0,SEA,82,0,45.12195122,#DIV/0!,#DIV/0!,#DIV/0!,37,82
ONEILKE01 ,2003,1,Kevin,O'Neill,33,49,0,0,TOR,82,0,40.24390244,#DIV/0!,#DIV/0!,#DIV/0!,33,82
SLOANJE01 ,2003,1,Jerry,Sloan,42,40,0,0,UTA,82,0,51.2195122,#DIV/0!,#DIV/0!,#DIV/0!,42,82
JORDAED01 ,2003,1,Eddie,Jordan,25,57,0,0,WAS,82,0,30.48780488,#DIV/0!,#DIV/0!,#DIV/0!,25,82
